time,init_lnnum,vehnum,speed,x,y,signal
0,1,462,15,1,15,green
0,2,463,15,2,15,green
1,1,462,20,1,35,green
1,2,463,15,2,30,green
1,0,464,20,0,20,green
2,1,462,20,1,55,red
2,2,463,15,2,45,red
2,0,464,15,0,35,red
2,0,465,15,0,15,red
2,1,466,15,1,15,red
2,2,467,15,2,15,red
3,1,462,20,1,75,red
3,2,463,15,2,60,red
3,0,464,20,0,55,red
3,0,465,15,0,30,red
3,1,466,20,1,35,red
3,2,467,15,2,30,red
3,1,468,10,1,10,red
3,2,469,10,2,10,red
4,1,462,20,1,95,red
4,2,463,20,2,80,red
4,0,464,15,0,70,red
4,0,465,20,0,50,red
4,1,466,20,1,55,red
4,2,467,15,2,45,red
4,1,468,15,1,25,red
4,2,469,15,2,25,red
4,0,470,15,0,15,red
5,1,462,15,1,110,red
5,2,463,20,2,100,red
5,0,464,15,0,85,red
5,0,465,15,0,65,red
5,1,466,15,1,70,red
5,2,467,20,2,65,red
5,1,468,15,1,40,red
5,2,469,15,2,40,red
5,0,470,15,0,30,red
6,1,462,15,1,125,red
6,2,463,20,2,120,red
6,0,464,20,0,105,red
6,0,465,15,0,80,red
6,1,466,15,1,85,red
6,2,467,15,2,80,red
6,1,468,20,1,60,red
6,2,469,15,2,55,red
6,0,470,20,0,50,red
7,1,462,20,1,145,red
7,2,463,15,2,135,red
7,0,464,20,0,125,red
7,0,465,20,0,100,red
7,1,466,20,1,105,red
7,2,467,20,2,100,red
7,1,468,15,1,75,red
7,2,469,15,2,70,red
7,0,470,20,0,70,red
8,1,462,20,1,165,red
8,2,463,15,2,150,red
8,0,464,15,0,140,red
8,0,465,20,0,120,red
8,1,466,15,1,120,red
8,2,467,20,2,120,red
8,1,468,20,1,95,red
8,2,469,15,2,85,red
8,0,470,15,0,85,red
8,1,471,20,1,20,red
9,1,462,20,1,185,red
9,2,463,20,2,170,red
9,0,464,15,0,155,red
9,0,465,15,0,135,red
9,1,466,20,1,140,red
9,2,467,15,2,135,red
9,1,468,20,1,115,red
9,2,469,15,2,100,red
9,0,470,20,0,105,red
9,1,471,20,1,40,red
9,0,472,15,0,15,red
9,1,473,15,1,15,red
9,2,474,15,2,15,red
9,3,475,15,3,15,red
10,1,462,15,1,200,green
10,2,463,15,2,185,green
10,0,464,15,0,170,green
10,0,465,15,0,150,green
10,1,466,15,1,155,green
10,2,467,20,2,155,green
10,1,468,15,1,130,green
10,2,469,15,2,115,green
10,0,470,15,0,120,green
10,1,471,20,1,60,green
10,0,472,15,0,30,green
10,1,473,15,1,30,green
10,2,474,20,2,35,green
10,3,475,20,3,35,green
10,0,476,10,0,10,green
10,2,477,10,2,10,green
10,4,478,20,4,20,green
11,1,462,15,1,215,green
11,2,463,20,2,205,green
11,0,464,15,0,185,green
11,0,465,15,0,165,green
11,1,466,20,1,175,green
11,2,467,15,2,170,green
11,1,468,20,1,150,green
11,2,469,15,2,130,green
11,0,470,20,0,140,green
11,1,471,20,1,80,green
11,0,472,15,0,45,green
11,1,473,15,1,45,green
11,2,474,20,2,55,green
11,3,475,20,3,55,green
11,0,476,15,0,25,green
11,2,477,20,2,30,green
11,4,478,15,4,35,green
11,1,479,15,1,15,green
11,2,480,5,2,5,green
12,1,462,15,1,230,red
12,2,463,15,2,220,red
12,0,464,20,0,205,red
12,0,465,15,0,180,red
12,1,466,20,1,195,red
12,2,467,15,2,185,red
12,1,468,15,1,165,red
12,2,469,15,2,145,red
12,0,470,20,0,160,red
12,1,471,15,1,95,red
12,0,472,20,0,65,red
12,1,473,15,1,60,red
12,2,474,15,2,70,red
12,3,475,15,3,70,red
12,0,476,15,0,40,red
12,2,477,15,2,45,red
12,4,478,20,4,55,red
12,1,479,20,1,35,red
12,2,480,10,2,15,red
12,0,481,15,0,15,red
12,1,482,10,1,10,red
12,3,483,15,3,15,red
13,1,462,15,1,245,red
13,2,463,20,2,240,red
13,0,464,20,0,225,red
13,0,465,15,0,195,red
13,1,466,15,1,210,red
13,2,467,20,2,205,red
13,1,468,15,1,180,red
13,2,469,15,2,160,red
13,0,470,15,0,175,red
13,1,471,15,1,110,red
13,0,472,15,0,80,red
13,1,473,15,1,75,red
13,2,474,15,2,85,red
13,3,475,10,3,80,red
13,0,476,20,0,60,red
13,2,477,15,2,60,red
13,4,478,15,4,70,red
13,1,479,15,1,50,red
13,2,480,20,2,35,red
13,0,481,20,0,35,red
13,1,482,20,1,30,red
13,3,483,15,3,30,red
13,0,484,10,0,10,red
13,2,485,10,2,10,red
13,4,486,20,4,20,red
14,1,462,20,1,265,red
14,2,463,20,2,260,red
14,0,464,20,0,245,red
14,0,465,20,0,215,red
14,1,466,20,1,230,red
14,2,467,15,2,220,red
14,1,468,15,1,195,red
14,2,469,20,2,180,red
14,0,470,15,0,190,red
14,1,471,15,1,125,red
14,0,472,20,0,100,red
14,1,473,20,1,95,red
14,2,474,15,2,100,red
14,3,475,0,3,80,red
14,0,476,15,0,75,red
14,2,477,15,2,75,red
14,4,478,10,4,80,red
14,1,479,20,1,70,red
14,2,480,15,2,50,red
14,0,481,20,0,55,red
14,1,482,15,1,45,red
14,3,483,15,3,45,red
14,0,484,15,0,25,red
14,2,485,20,2,30,red
14,4,486,15,4,35,red
14,1,487,15,1,15,red
14,2,488,5,2,5,red
14,3,489,20,3,20,red
15,1,462,20,1,285,red
15,2,463,15,2,275,red
15,0,464,20,0,265,red
15,0,465,20,0,235,red
15,1,466,15,1,245,red
15,2,467,15,2,235,red
15,1,468,20,1,215,red
15,2,469,15,2,195,red
15,0,470,15,0,205,red
15,1,471,15,1,140,red
15,0,472,20,0,120,red
15,1,473,15,1,110,red
15,2,474,20,2,120,red
15,3,475,0,3,80,red
15,0,476,15,0,90,red
15,2,477,20,2,95,red
15,4,478,0,4,80,red
15,1,479,20,1,90,red
15,2,480,15,2,65,red
15,0,481,15,0,70,red
15,1,482,20,1,65,red
15,3,483,20,3,65,red
15,0,484,15,0,40,red
15,2,485,15,2,45,red
15,4,486,20,4,55,red
15,1,487,15,1,30,red
15,2,488,15,2,20,red
15,3,489,15,3,35,red
15,0,490,20,0,20,red
15,1,491,10,1,10,red
16,1,462,15,1,300,red
16,2,463,15,2,290,red
16,0,464,15,0,280,red
16,0,465,20,0,255,red
16,1,466,15,1,260,red
16,2,467,15,2,250,red
16,1,468,20,1,235,red
16,2,469,15,2,210,red
16,0,470,15,0,220,red
16,1,471,15,1,155,red
16,0,472,15,0,135,red
16,1,473,20,1,130,red
16,2,474,20,2,140,red
16,3,475,0,3,80,red
16,0,476,15,0,105,red
16,2,477,15,2,110,red
16,4,478,0,4,80,red
16,1,479,15,1,105,red
16,2,480,15,2,80,red
16,0,481,15,0,85,red
16,1,482,20,1,85,red
16,3,483,10,3,75,red
16,0,484,20,0,60,red
16,2,485,15,2,60,red
16,4,486,15,4,70,red
16,1,487,15,1,45,red
16,2,488,20,2,40,red
16,3,489,20,3,55,red
16,0,490,15,0,35,red
16,1,491,15,1,25,red
16,0,492,15,0,15,red
16,2,493,15,2,15,red
16,3,494,15,3,15,red
16,4,495,20,4,20,red
17,1,462,20,1,320,red
17,2,463,15,2,305,red
17,0,464,15,0,295,red
17,0,465,15,0,270,red
17,1,466,15,1,275,red
17,2,467,15,2,265,red
17,1,468,15,1,250,red
17,2,469,15,2,225,red
17,0,470,15,0,235,red
17,1,471,20,1,175,red
17,0,472,15,0,150,red
17,1,473,20,1,150,red
17,2,474,20,2,160,red
17,3,475,0,3,80,red
17,0,476,20,0,125,red
17,2,477,20,2,130,red
17,4,478,0,4,80,red
17,1,479,20,1,125,red
17,2,480,15,2,95,red
17,0,481,15,0,100,red
17,1,482,15,1,100,red
17,3,483,0,3,75,red
17,0,484,20,0,80,red
17,2,485,15,2,75,red
17,4,486,5,4,75,red
17,1,487,15,1,60,red
17,2,488,15,2,55,red
17,3,489,15,3,70,red
17,0,490,20,0,55,red
17,1,491,15,1,40,red
17,0,492,15,0,30,red
17,2,493,15,2,30,red
17,3,494,20,3,35,red
17,4,495,15,4,35,red
17,1,496,15,1,15,red
17,2,497,10,2,10,red
18,1,462,20,1,340,red
18,2,463,15,2,320,red
18,0,464,15,0,310,red
18,0,465,15,0,285,red
18,1,466,15,1,290,red
18,2,467,20,2,285,red
18,1,468,20,1,270,red
18,2,469,20,2,245,red
18,0,470,20,0,255,red
18,1,471,15,1,190,red
18,0,472,20,0,170,red
18,1,473,20,1,170,red
18,2,474,15,2,175,red
18,3,475,0,3,80,red
18,0,476,15,0,140,red
18,2,477,20,2,150,red
18,4,478,0,4,80,red
18,1,479,20,1,145,red
18,2,480,20,2,115,red
18,0,481,15,0,115,red
18,1,482,20,1,120,red
18,3,483,0,3,75,red
18,0,484,15,0,95,red
18,2,485,15,2,90,red
18,4,486,0,4,75,red
18,1,487,15,1,75,red
18,2,488,15,2,70,red
18,3,489,0,3,70,red
18,0,490,20,0,75,red
18,1,491,15,1,55,red
18,0,492,15,0,45,red
18,2,493,20,2,50,red
18,3,494,20,3,55,red
18,4,495,15,4,50,red
18,1,496,20,1,35,red
18,2,497,15,2,25,red
18,0,498,15,0,15,red
18,1,499,10,1,10,red
18,3,500,15,3,15,red
18,4,501,15,4,15,red
19,1,462,20,1,360,red
19,2,463,15,2,335,red
19,0,464,15,0,325,red
19,0,465,15,0,300,red
19,1,466,20,1,310,red
19,2,467,20,2,305,red
19,1,468,15,1,285,red
19,2,469,15,2,260,red
19,0,470,20,0,275,red
19,1,471,15,1,205,red
19,0,472,15,0,185,red
19,1,473,15,1,185,red
19,2,474,15,2,190,red
19,3,475,0,3,80,red
19,0,476,15,0,155,red
19,2,477,15,2,165,red
19,4,478,0,4,80,red
19,1,479,20,1,165,red
19,2,480,15,2,130,red
19,0,481,15,0,130,red
19,1,482,15,1,135,red
19,3,483,0,3,75,red
19,0,484,15,0,110,red
19,2,485,20,2,110,red
19,4,486,0,4,75,red
19,1,487,15,1,90,red
19,2,488,15,2,85,red
19,3,489,0,3,70,red
19,0,490,15,0,90,red
19,1,491,15,1,70,red
19,0,492,20,0,65,red
19,2,493,15,2,65,red
19,3,494,10,3,65,red
19,4,495,20,4,70,red
19,1,496,15,1,50,red
19,2,497,20,2,45,red
19,0,498,15,0,30,red
19,1,499,20,1,30,red
19,3,500,15,3,30,red
19,4,501,20,4,35,red
19,0,502,10,0,10,red
19,2,503,15,2,15,red
20,1,462,15,1,375,green
20,2,463,20,2,355,green
20,0,464,20,0,345,green
20,0,465,15,0,315,green
20,1,466,20,1,330,green
20,2,467,20,2,325,green
20,1,468,15,1,300,green
20,2,469,20,2,280,green
20,0,470,20,0,295,green
20,1,471,15,1,220,green
20,0,472,20,0,205,green
20,1,473,15,1,200,green
20,2,474,20,2,210,green
20,3,475,5,3,85,green
20,0,476,15,0,170,green
20,2,477,15,2,180,green
20,4,478,5,4,85,green
20,1,479,15,1,180,green
20,2,480,20,2,150,green
20,0,481,20,0,150,green
20,1,482,15,1,150,green
20,3,483,0,3,75,green
20,0,484,15,0,125,green
20,2,485,15,2,125,green
20,4,486,0,4,75,green
20,1,487,20,1,110,green
20,2,488,20,2,105,green
20,3,489,0,3,70,green
20,0,490,15,0,105,green
20,1,491,15,1,85,green
20,0,492,20,0,85,green
20,2,493,15,2,80,green
20,3,494,0,3,65,green
20,4,495,0,4,70,green
20,1,496,15,1,65,green
20,2,497,15,2,60,green
20,0,498,15,0,45,green
20,1,499,15,1,45,green
20,3,500,15,3,45,green
20,4,501,15,4,50,green
20,0,502,15,0,25,green
20,2,503,20,2,35,green
20,1,504,15,1,15,green
20,2,505,10,2,10,green
20,3,506,15,3,15,green
21,1,462,15,1,390,green
21,2,463,15,2,370,green
21,0,464,20,0,365,green
21,0,465,15,0,330,green
21,1,466,15,1,345,green
21,2,467,15,2,340,green
21,1,468,15,1,315,green
21,2,469,15,2,295,green
21,0,470,15,0,310,green
21,1,471,15,1,235,green
21,0,472,20,0,225,green
21,1,473,15,1,215,green
21,2,474,20,2,230,green
21,3,475,15,3,100,green
21,0,476,15,0,185,green
21,2,477,20,2,200,green
21,4,478,15,4,100,green
21,1,479,15,1,195,green
21,2,480,20,2,170,green
21,0,481,15,0,165,green
21,1,482,15,1,165,green
21,3,483,10,3,85,green
21,0,484,20,0,145,green
21,2,485,20,2,145,green
21,4,486,10,4,85,green
21,1,487,20,1,130,green
21,2,488,15,2,120,green
21,3,489,0,3,70,green
21,0,490,15,0,120,green
21,1,491,20,1,105,green
21,0,492,15,0,100,green
21,2,493,20,2,100,green
21,3,494,0,3,65,green
21,4,495,0,4,70,green
21,1,496,15,1,80,green
21,2,497,15,2,75,green
21,0,498,15,0,60,green
21,1,499,15,1,60,green
21,3,500,15,3,60,green
21,4,501,15,4,65,green
21,0,502,15,0,40,green
21,2,503,20,2,55,green
21,1,504,15,1,30,green
21,2,505,15,2,25,green
21,3,506,20,3,35,green
22,2,463,15,2,370,red
22,0,464,20,0,385,red
22,0,465,20,0,350,red
22,1,466,15,1,360,red
22,2,467,20,2,360,red
22,1,468,15,1,330,red
22,2,469,15,2,310,red
22,0,470,15,0,325,red
22,1,471,15,1,250,red
22,0,472,15,0,240,red
22,1,473,15,1,230,red
22,2,474,20,2,250,red
22,3,475,20,3,120,red
22,0,476,15,0,200,red
22,2,477,15,2,215,red
22,4,478,15,4,115,red
22,1,479,15,1,210,red
22,2,480,15,2,185,red
22,0,481,15,0,180,red
22,1,482,15,1,180,red
22,3,483,10,3,95,red
22,0,484,15,0,160,red
22,2,485,20,2,165,red
22,4,486,10,4,95,red
22,1,487,20,1,150,red
22,2,488,15,2,135,red
22,3,489,10,3,80,red
22,0,490,20,0,140,red
22,1,491,15,1,120,red
22,0,492,15,0,115,red
22,2,493,15,2,115,red
22,3,494,0,3,65,red
22,4,495,5,4,75,red
22,1,496,15,1,95,red
22,2,497,15,2,90,red
22,0,498,20,0,80,red
22,1,499,15,1,75,red
22,3,500,0,3,60,red
22,4,501,0,4,65,red
22,0,502,15,0,55,red
22,2,503,15,2,70,red
22,1,504,15,1,45,red
22,2,505,20,2,45,red
22,3,506,15,3,50,red
23,2,463,20,2,390,red
23,0,465,20,0,350,red
23,1,466,20,1,380,red
23,2,467,5,2,365,red
23,1,468,20,1,350,red
23,2,469,20,2,330,red
23,0,470,20,0,345,red
23,1,471,15,1,265,red
23,0,472,15,0,255,red
23,1,473,15,1,245,red
23,2,474,15,2,265,red
23,3,475,15,3,135,red
23,0,476,15,0,215,red
23,2,477,15,2,230,red
23,4,478,15,4,130,red
23,1,479,15,1,225,red
23,2,480,15,2,200,red
23,0,481,15,0,195,red
23,1,482,20,1,200,red
23,3,483,20,3,115,red
23,0,484,15,0,175,red
23,2,485,15,2,180,red
23,4,486,15,4,110,red
23,1,487,15,1,165,red
23,2,488,15,2,150,red
23,3,489,0,3,80,red
23,0,490,15,0,155,red
23,1,491,15,1,135,red
23,0,492,15,0,130,red
23,2,493,15,2,130,red
23,3,494,10,3,75,red
23,4,495,5,4,80,red
23,1,496,20,1,115,red
23,2,497,20,2,110,red
23,0,498,15,0,95,red
23,1,499,15,1,90,red
23,3,500,0,3,60,red
23,4,501,5,4,70,red
23,0,502,20,0,75,red
23,2,503,15,2,85,red
23,1,504,15,1,60,red
23,2,505,15,2,60,red
23,3,506,5,3,55,red
23,0,507,15,0,15,red
24,0,465,20,0,350,red
24,2,467,5,2,365,red
24,1,468,15,1,365,red
24,2,469,15,2,345,red
24,0,470,0,0,345,red
24,1,471,15,1,280,red
24,0,472,20,0,275,red
24,1,473,15,1,260,red
24,2,474,20,2,285,red
24,3,475,15,3,150,red
24,0,476,20,0,235,red
24,2,477,20,2,250,red
24,4,478,15,4,145,red
24,1,479,15,1,240,red
24,2,480,20,2,220,red
24,0,481,15,0,210,red
24,1,482,20,1,220,red
24,3,483,15,3,130,red
24,0,484,15,0,190,red
24,2,485,15,2,195,red
24,4,486,15,4,125,red
24,1,487,15,1,180,red
24,2,488,15,2,165,red
24,3,489,0,3,80,red
24,0,490,15,0,170,red
24,1,491,15,1,150,red
24,0,492,20,0,150,red
24,2,493,15,2,145,red
24,3,494,0,3,75,red
24,4,495,0,4,80,red
24,1,496,15,1,130,red
24,2,497,15,2,125,red
24,0,498,15,0,110,red
24,1,499,20,1,110,red
24,3,500,10,3,70,red
24,4,501,5,4,75,red
24,0,502,15,0,90,red
24,2,503,15,2,100,red
24,1,504,20,1,80,red
24,2,505,20,2,80,red
24,3,506,0,3,55,red
24,0,507,15,0,30,red
24,2,508,20,2,20,red
25,0,465,20,0,370,red
25,2,467,15,2,380,red
25,1,468,15,1,380,red
25,2,469,15,2,360,red
25,0,470,0,0,345,red
25,1,471,15,1,295,red
25,0,472,20,0,295,red
25,1,473,15,1,275,red
25,2,474,15,2,300,red
25,3,475,15,3,165,red
25,0,476,15,0,250,red
25,2,477,20,2,270,red
25,4,478,10,4,155,red
25,1,479,15,1,255,red
25,2,480,20,2,240,red
25,0,481,20,0,230,red
25,1,482,15,1,235,red
25,3,483,15,3,145,red
25,0,484,15,0,205,red
25,2,485,15,2,210,red
25,4,486,15,4,140,red
25,1,487,20,1,200,red
25,2,488,20,2,185,red
25,3,489,0,3,80,red
25,0,490,15,0,185,red
25,1,491,15,1,165,red
25,0,492,15,0,165,red
25,2,493,15,2,160,red
25,3,494,0,3,75,red
25,4,495,0,4,80,red
25,1,496,15,1,145,red
25,2,497,15,2,140,red
25,0,498,15,0,125,red
25,1,499,15,1,125,red
25,3,500,0,3,70,red
25,4,501,0,4,75,red
25,0,502,15,0,105,red
25,2,503,20,2,120,red
25,1,504,20,1,100,red
25,2,505,15,2,95,red
25,3,506,5,3,60,red
25,0,507,15,0,45,red
25,2,508,20,2,40,red
25,1,509,15,1,15,red
26,0,465,15,0,385,red
26,1,468,15,1,380,red
26,2,469,15,2,375,red
26,0,470,5,0,350,red
26,1,471,15,1,310,red
26,0,472,20,0,315,red
26,1,473,15,1,290,red
26,2,474,15,2,315,red
26,3,475,20,3,185,red
26,0,476,15,0,265,red
26,2,477,20,2,290,red
26,4,478,5,3,160,red
26,1,479,15,1,270,red
26,2,480,20,2,260,red
26,0,481,15,0,245,red
26,1,482,15,1,250,red
26,3,483,15,3,160,red
26,0,484,15,0,220,red
26,2,485,20,2,230,red
26,4,486,10,4,150,red
26,1,487,15,1,215,red
26,2,488,15,2,200,red
26,3,489,0,3,80,red
26,0,490,15,0,200,red
26,1,491,15,1,180,red
26,0,492,15,0,180,red
26,2,493,15,2,175,red
26,3,494,0,3,75,red
26,4,495,0,4,80,red
26,1,496,15,1,160,red
26,2,497,15,2,155,red
26,0,498,20,0,145,red
26,1,499,15,1,140,red
26,3,500,0,3,70,red
26,4,501,0,4,75,red
26,0,502,15,0,120,red
26,2,503,15,2,135,red
26,1,504,20,1,120,red
26,2,505,20,2,115,red
26,3,506,5,3,65,red
26,0,507,15,0,60,red
26,2,508,15,2,55,red
26,1,509,20,1,35,red
26,0,510,20,0,20,red
27,1,468,15,1,380,red
27,2,469,15,2,390,red
27,0,470,15,0,365,red
27,1,471,15,1,325,red
27,0,472,15,0,330,red
27,1,473,15,1,305,red
27,2,474,20,2,335,red
27,3,475,5,2,190,red
27,0,476,20,0,285,red
27,2,477,15,2,305,red
27,4,478,10,3,170,red
27,1,479,15,1,285,red
27,2,480,20,2,280,red
27,0,481,15,0,260,red
27,1,482,15,1,265,red
27,3,483,15,3,175,red
27,0,484,15,0,235,red
27,2,485,15,2,245,red
27,4,486,5,3,155,red
27,1,487,15,1,230,red
27,2,488,20,2,220,red
27,3,489,0,3,80,red
27,0,490,15,0,215,red
27,1,491,20,1,200,red
27,0,492,15,0,195,red
27,2,493,20,2,195,red
27,3,494,0,3,75,red
27,4,495,0,4,80,red
27,1,496,15,1,175,red
27,2,497,15,2,170,red
27,0,498,20,0,165,red
27,1,499,15,1,155,red
27,3,500,0,3,70,red
27,4,501,0,4,75,red
27,0,502,15,0,135,red
27,2,503,15,2,150,red
27,1,504,15,1,135,red
27,2,505,15,2,130,red
27,3,506,0,3,65,red
27,0,507,15,0,75,red
27,2,508,20,2,75,red
27,1,509,15,1,50,red
27,0,510,20,0,40,red
28,2,469,15,2,390,red
28,0,470,20,0,385,red
28,1,471,15,1,340,red
28,0,472,20,0,350,red
28,1,473,15,1,320,red
28,2,474,15,2,350,red
28,3,475,0,2,190,red
28,0,476,15,0,300,red
28,2,477,20,2,325,red
28,4,478,0,3,170,red
28,1,479,15,1,300,red
28,2,480,20,2,300,red
28,0,481,15,0,275,red
28,1,482,15,1,280,red
28,3,483,20,3,195,red
28,0,484,20,0,255,red
28,2,485,20,2,265,red
28,4,486,10,3,165,red
28,1,487,15,1,245,red
28,2,488,20,2,240,red
28,3,489,0,3,80,red
28,0,490,15,0,230,red
